Brand,Model,Price (USD),Selling Platform,Rating,Refresh Rate (Hz),Screen Size (inches),RAM (GB),Storage (GB),Processor,Camera Setup
Google,Moto G 5G 18,1608.35,Reliance Digital,3.3,165,5.6,16,64,Tensor G2,64MP + 8MP + 8MP
Nokia,P Series SE 16,949.5,Walmart,3.6,90,5.1,4,64,Dimensity 920,108MP + 8MP + 8MP
Oppo,Moto G Pro 19,1658.08,AliExpress,3.1,165,5.2,4,128,Helio G99,12MP + 12MP + 2MP
Google,Moto G SE 18,1960.21,Reliance Digital,3.8,90,7.2,6,1024,Tensor G1,108MP + 12MP + 2MP
Oppo,Pixel 5G 18,315.42,AliExpress,3.5,90,6.2,4,1024,Dimensity 920,64MP + 16MP + 8MP
Nokia,Nord Edge 14,250.67,AliExpress,4.2,90,6.1,6,256,Dimensity 920,48MP + 50MP + 8MP
Apple,V Series Mini 19,1521.12,eBay,4.9,90,6.5,8,1024,A16 Bionic,108MP + 50MP + 8MP
Xiaomi,Reno 5G 17,1088.18,AliExpress,3.8,90,6.1,6,256,Snapdragon 7 Gen 1,48MP + 12MP + 5MP
Xiaomi,Moto G Plus 24,576.43,Reliance Digital,4.0,90,6.4,16,256,Dimensity 1080,64MP + 8MP + 2MP
Sony,Narzo Max 25,480.99,Reliance Digital,3.5,165,7.4,6,128,Dimensity 920,12MP + 12MP + 8MP
Oppo,Redmi Note SE 25,890.94,Walmart,4.6,165,7.3,12,128,Helio G99,12MP + 16MP + 5MP
Motorola,Galaxy S Plus 13,1113.25,Walmart,4.3,120,6.6,4,1024,Dimensity 920,12MP + 8MP + 2MP
Oppo,iPhone Edge 14,1231.17,Walmart,4.8,144,7.3,8,1024,Helio G99,48MP + 16MP + 8MP
Xiaomi,iPhone Ultra 12,1385.19,Reliance Digital,4.6,165,5.9,6,128,Dimensity 1080,64MP + 16MP + 8MP
OnePlus,Mate Turbo 17,1998.26,AliExpress,4.4,60,6.4,8,128,Snapdragon 8+ Gen 1,12MP + 12MP + 8MP
Motorola,P Series Mini 17,1546.35,Reliance Digital,3.4,165,6.4,16,1024,Dimensity 920,108MP + 12MP + 8MP
OnePlus,Nord Turbo 22,1990.01,Amazon,3.2,120,7.2,4,512,Snapdragon 8+ Gen 1,108MP + 50MP + 2MP
Google,Pixel 5G 23,1419.02,Amazon,4.4,144,6.8,4,128,Tensor G1,200MP + 50MP + 8MP
Huawei,Pixel Mini 22,480.49,Walmart,3.9,90,7.4,8,128,Helio G99,108MP + 12MP + 5MP
Realme,Nord Edge 24,259.29,Reliance Digital,5.0,144,6.2,4,512,Helio G99,48MP + 12MP + 8MP
Motorola,Pixel Plus 25,1906.67,Amazon,4.0,144,6.1,12,64,Dimensity 920,50MP + 12MP + 5MP
OnePlus,Redmi Note Plus 21,921.28,Official Store,3.2,120,7.2,16,64,Dimensity 9000,108MP + 8MP + 8MP
Motorola,Galaxy S Max 17,815.94,Best Buy,3.9,144,5.1,6,1024,Helio G99,48MP + 12MP + 8MP
Samsung,Moto G Turbo 16,732.92,AliExpress,4.6,120,7.0,16,512,Snapdragon 8 Gen 2,50MP + 8MP + 8MP
OnePlus,P Series Pro 13,980.79,Amazon,3.5,90,5.7,12,1024,Snapdragon 8+ Gen 1,48MP + 12MP + 8MP
OnePlus,Galaxy S 5G 24,350.04,Walmart,4.8,165,6.8,4,1024,Dimensity 9000,64MP + 12MP + 5MP
Realme,Nord Lite 15,915.77,AliExpress,4.8,90,5.7,4,1024,Dimensity 920,200MP + 12MP + 8MP
Nokia,Nord Pro 11,1234.19,AliExpress,3.1,144,6.4,16,1024,Dimensity 920,108MP + 8MP + 8MP
Samsung,Pixel Edge 15,1788.33,Flipkart,3.9,120,5.6,12,64,Exynos 2200,50MP + 50MP + 2MP
OnePlus,P Series Lite 19,1646.23,AliExpress,4.3,144,5.2,4,128,Dimensity 9000,200MP + 16MP + 5MP
Realme,Galaxy S Turbo 20,1381.14,Reliance Digital,4.5,120,6.6,12,1024,Dimensity 920,12MP + 8MP + 2MP
Vivo,P Series Max 23,521.69,eBay,5.0,165,6.5,12,512,Helio G99,64MP + 12MP + 5MP
Oppo,Mate Lite 10,1001.55,eBay,3.7,165,7.3,16,256,Dimensity 920,64MP + 8MP + 5MP
OnePlus,Nord Ultra 14,1940.83,Official Store,3.7,120,5.3,12,64,Snapdragon 8+ Gen 1,200MP + 12MP + 5MP
Realme,Redmi Note Lite 16,686.23,Best Buy,4.4,165,6.4,16,256,Dimensity 920,48MP + 8MP + 2MP
Motorola,Xperia Turbo 18,1937.18,Reliance Digital,4.3,60,5.1,4,512,Dimensity 920,48MP + 50MP + 5MP
Xiaomi,V Series Lite 21,1603.44,Amazon,3.0,60,6.6,4,64,Snapdragon 7 Gen 1,108MP + 8MP + 8MP
Samsung,P Series SE 24,921.99,Amazon,4.2,144,5.9,4,512,Snapdragon 8 Gen 2,108MP + 8MP + 2MP
Sony,Galaxy S Lite 14,426.81,Official Store,4.3,60,5.4,4,512,Helio G99,50MP + 16MP + 8MP
Samsung,Narzo Turbo 21,595.77,Official Store,4.8,60,7.1,16,1024,Exynos 2200,48MP + 50MP + 2MP
Google,Redmi Note SE 17,426.96,eBay,4.8,90,7.3,4,128,Tensor G2,12MP + 50MP + 5MP
Motorola,Mate 5G 15,1728.55,Amazon,4.1,60,7.5,16,1024,Helio G99,50MP + 8MP + 2MP
Oppo,V Series Mini 22,1943.23,Flipkart,4.5,60,6.4,8,1024,Helio G99,64MP + 8MP + 2MP
Nokia,Xperia Plus 18,1970.42,Reliance Digital,4.8,90,6.1,4,64,Helio G99,108MP + 16MP + 5MP
Vivo,Narzo Plus 14,1277.78,Best Buy,4.4,165,5.8,12,256,Dimensity 920,12MP + 8MP + 2MP
Samsung,Reno SE 18,1316.86,Amazon,4.7,90,6.0,6,128,Exynos 2200,48MP + 50MP + 8MP
Nokia,P Series Pro 14,597.92,Flipkart,3.7,120,5.7,6,1024,Helio G99,64MP + 16MP + 2MP
Oppo,Moto G Ultra 17,1721.92,eBay,4.2,144,6.6,4,64,Dimensity 920,50MP + 16MP + 8MP
OnePlus,Xperia Mini 11,1969.24,Best Buy,4.5,165,5.9,6,64,Snapdragon 8+ Gen 1,50MP + 16MP + 5MP
Oppo,Nord Edge 21,340.29,Amazon,3.1,144,6.6,6,128,Dimensity 920,12MP + 50MP + 8MP
Xiaomi,P Series Lite 13,739.59,Reliance Digital,3.8,120,6.1,12,256,Snapdragon 7 Gen 1,64MP + 16MP + 5MP
Google,Narzo Edge 14,442.15,Walmart,4.4,90,7.4,16,256,Tensor G1,50MP + 50MP + 2MP
OnePlus,Narzo Ultra 22,420.0,Flipkart,4.3,144,5.2,6,512,Snapdragon 8+ Gen 1,50MP + 16MP + 8MP
Samsung,Narzo Mini 17,1535.67,Walmart,3.8,90,5.4,6,512,Snapdragon 8 Gen 2,200MP + 16MP + 5MP
Xiaomi,Mate Mini 15,776.96,Best Buy,4.5,90,6.0,8,64,Snapdragon 7 Gen 1,48MP + 16MP + 2MP
OnePlus,Xperia Max 22,217.7,Best Buy,3.0,90,6.0,16,256,Snapdragon 8+ Gen 1,64MP + 8MP + 8MP
OnePlus,Xperia Plus 12,1173.15,eBay,4.2,120,6.3,12,512,Snapdragon 8+ Gen 1,12MP + 8MP + 2MP
Vivo,iPhone Pro 20,1093.89,Amazon,3.0,60,5.1,12,512,Helio G99,108MP + 12MP + 5MP
OnePlus,Galaxy S Edge 23,1181.28,Flipkart,3.8,60,6.9,16,1024,Dimensity 9000,50MP + 50MP + 8MP
Samsung,Nord Ultra 15,378.17,eBay,4.1,165,7.1,12,128,Snapdragon 8 Gen 2,64MP + 8MP + 5MP
Apple,Nord Pro 16,561.23,eBay,4.0,90,5.1,8,512,A15 Bionic,64MP + 50MP + 8MP
Vivo,V Series Edge 25,1239.98,eBay,3.5,90,7.1,16,64,Dimensity 920,50MP + 12MP + 8MP
Samsung,Redmi Note 5G 23,1140.73,AliExpress,3.8,144,6.8,6,512,Exynos 2200,12MP + 12MP + 2MP
Apple,Galaxy S SE 14,1218.1,AliExpress,3.2,90,6.5,4,512,A15 Bionic,200MP + 8MP + 8MP
Nokia,Narzo Pro 12,1660.96,eBay,4.5,120,6.0,4,512,Helio G99,64MP + 50MP + 2MP
Xiaomi,Pixel Plus 22,826.31,Walmart,4.0,90,6.2,16,64,Dimensity 1080,48MP + 16MP + 8MP
Samsung,Galaxy S Turbo 23,997.41,Reliance Digital,3.2,60,5.0,6,1024,Snapdragon 8 Gen 2,12MP + 8MP + 5MP
Apple,Narzo Plus 23,567.19,Flipkart,4.4,144,7.3,12,512,A15 Bionic,48MP + 16MP + 8MP
Xiaomi,Galaxy S Edge 15,523.95,AliExpress,4.8,144,6.8,6,512,Dimensity 1080,200MP + 8MP + 8MP
OnePlus,Moto G Plus 11,1480.96,Flipkart,4.1,120,7.2,4,128,Snapdragon 8+ Gen 1,200MP + 16MP + 8MP
Realme,Mate Mini 20,1923.53,Amazon,3.9,144,6.5,4,512,Helio G99,48MP + 16MP + 2MP
OnePlus,Nord Ultra 22,179.03,Walmart,3.1,165,7.2,8,64,Snapdragon 8+ Gen 1,64MP + 50MP + 8MP
Xiaomi,Pixel Mini 20,1100.78,Walmart,3.7,120,5.2,12,512,Snapdragon 7 Gen 1,64MP + 50MP + 8MP
Realme,Mate Mini 10,276.08,Flipkart,4.9,60,6.5,12,512,Dimensity 920,108MP + 8MP + 8MP
Google,Galaxy S Lite 20,306.84,AliExpress,3.1,144,5.2,4,1024,Tensor G1,64MP + 50MP + 5MP
Samsung,P Series Lite 10,1989.34,Official Store,4.7,144,7.0,6,64,Exynos 2200,50MP + 12MP + 2MP
Sony,Xperia Mini 11,582.95,Best Buy,4.5,144,6.1,8,256,Dimensity 920,200MP + 16MP + 8MP
Huawei,Xperia 5G 19,1360.36,Reliance Digital,3.2,120,5.0,16,128,Helio G99,200MP + 8MP + 8MP
Vivo,Xperia Mini 10,1487.68,Walmart,3.4,165,6.4,4,64,Dimensity 920,50MP + 50MP + 2MP
OnePlus,V Series Mini 25,694.52,eBay,3.8,165,6.7,16,256,Dimensity 9000,48MP + 16MP + 5MP
Oppo,Nord SE 23,778.93,Flipkart,4.3,60,5.4,6,256,Helio G99,108MP + 12MP + 8MP
Samsung,Reno Max 15,397.05,Best Buy,4.1,60,6.7,8,256,Exynos 2200,108MP + 8MP + 2MP
Huawei,Nord Ultra 20,1796.38,Flipkart,4.8,165,6.0,8,512,Dimensity 920,48MP + 12MP + 8MP
Sony,Nord Pro 17,1385.51,AliExpress,4.1,165,5.5,12,128,Helio G99,12MP + 50MP + 5MP
Apple,Mate Pro 10,1882.34,eBay,3.6,144,6.7,6,512,A15 Bionic,50MP + 50MP + 2MP
Xiaomi,Galaxy S Pro 24,807.89,Amazon,3.7,90,5.8,6,64,Snapdragon 7 Gen 1,50MP + 16MP + 8MP
Realme,Reno Ultra 12,1951.15,AliExpress,3.3,144,6.6,6,1024,Helio G99,64MP + 16MP + 8MP
Samsung,Xperia Mini 24,1428.59,Walmart,4.6,144,5.4,8,256,Snapdragon 8 Gen 2,48MP + 16MP + 8MP
Samsung,Nord Edge 11,717.35,AliExpress,4.8,165,6.8,4,256,Snapdragon 8 Gen 2,64MP + 8MP + 5MP
Xiaomi,iPhone Pro 22,697.18,Official Store,3.2,144,7.5,16,64,Dimensity 1080,64MP + 12MP + 5MP
Google,Moto G Edge 19,1444.03,Walmart,3.4,120,7.2,6,256,Tensor G2,12MP + 8MP + 8MP
Samsung,Pixel Plus 17,223.82,eBay,4.8,90,7.1,16,256,Snapdragon 8 Gen 2,64MP + 50MP + 2MP
Sony,V Series Turbo 25,1507.51,Flipkart,3.4,144,7.5,16,1024,Dimensity 920,48MP + 12MP + 2MP
Xiaomi,Xperia 5G 10,1940.02,Best Buy,3.7,144,6.9,8,512,Dimensity 1080,48MP + 16MP + 5MP
Motorola,Moto G Ultra 16,892.08,Official Store,3.3,165,5.7,8,64,Helio G99,12MP + 12MP + 2MP
OnePlus,P Series Ultra 11,702.91,AliExpress,4.4,144,6.0,4,512,Dimensity 9000,108MP + 12MP + 8MP
Motorola,Redmi Note 5G 25,701.4,Amazon,4.8,60,5.4,12,256,Helio G99,12MP + 8MP + 5MP
Apple,Pixel Lite 11,1863.14,AliExpress,4.7,120,5.2,4,1024,A15 Bionic,200MP + 12MP + 2MP
Apple,Nord 5G 22,1840.59,Amazon,4.5,165,7.5,12,256,A15 Bionic,64MP + 16MP + 8MP
Apple,Moto G 5G 16,379.51,Amazon,4.6,165,6.9,12,1024,A16 Bionic,48MP + 8MP + 2MP
Huawei,Reno Mini 10,189.34,AliExpress,4.2,90,5.3,6,64,Dimensity 920,48MP + 12MP + 8MP
Samsung,Xperia 5G 12,1744.98,eBay,5.0,60,5.1,4,64,Exynos 2200,48MP + 12MP + 2MP
Huawei,Mate Mini 16,614.02,AliExpress,3.2,90,7.1,4,256,Dimensity 920,48MP + 12MP + 8MP
Realme,P Series SE 16,1263.39,Reliance Digital,4.5,60,6.1,12,64,Helio G99,108MP + 16MP + 8MP
Google,Nord Max 13,785.08,Flipkart,3.9,90,6.4,16,512,Tensor G2,200MP + 16MP + 8MP
Oppo,Galaxy S Turbo 13,1303.5,Reliance Digital,3.3,165,6.6,8,64,Dimensity 920,48MP + 12MP + 5MP
Realme,Mate SE 17,1539.96,Official Store,4.0,90,6.6,12,64,Dimensity 920,200MP + 16MP + 2MP
Samsung,Nord Plus 14,1961.56,Walmart,3.9,60,6.9,4,512,Snapdragon 8 Gen 2,12MP + 8MP + 5MP
OnePlus,V Series SE 25,614.62,Amazon,3.0,90,6.8,16,128,Snapdragon 8+ Gen 1,50MP + 12MP + 5MP
Huawei,Xperia Plus 11,1196.09,eBay,3.7,60,6.5,6,256,Dimensity 920,12MP + 50MP + 5MP
Samsung,Reno Pro 12,493.98,Official Store,4.0,144,5.2,16,256,Snapdragon 8 Gen 2,64MP + 8MP + 2MP
Oppo,Galaxy S 5G 13,1059.04,eBay,3.8,120,5.5,12,256,Dimensity 920,48MP + 8MP + 2MP
Vivo,Galaxy S Edge 10,601.6,Walmart,4.7,165,6.4,16,64,Helio G99,12MP + 12MP + 8MP
Nokia,Galaxy S SE 11,1724.35,Flipkart,4.8,144,7.2,12,512,Dimensity 920,50MP + 12MP + 5MP
Samsung,Galaxy S Edge 22,1567.4,Official Store,3.3,144,6.1,8,256,Exynos 2200,48MP + 8MP + 2MP
Xiaomi,Pixel Turbo 15,1286.93,AliExpress,3.7,60,6.7,12,1024,Snapdragon 7 Gen 1,108MP + 50MP + 8MP
Motorola,Narzo Pro 16,1148.53,Official Store,3.6,165,6.9,4,512,Helio G99,48MP + 8MP + 5MP
Samsung,Reno Pro 25,1304.02,Official Store,4.1,165,5.5,6,256,Exynos 2200,64MP + 8MP + 8MP
Apple,Nord Turbo 21,1407.87,Official Store,5.0,120,6.2,12,256,A15 Bionic,108MP + 12MP + 5MP
Motorola,Redmi Note Mini 12,1705.27,Official Store,4.3,60,6.8,6,1024,Helio G99,12MP + 16MP + 5MP
Nokia,Galaxy S SE 13,1397.31,Official Store,4.9,90,5.4,8,64,Dimensity 920,12MP + 16MP + 8MP
Vivo,iPhone Ultra 11,988.86,Amazon,3.7,60,6.8,6,512,Helio G99,200MP + 50MP + 2MP
Vivo,Mate Mini 19,190.14,Best Buy,3.6,60,5.6,12,1024,Helio G99,50MP + 50MP + 5MP
Sony,Xperia Mini 23,570.6,Official Store,4.2,90,6.4,16,1024,Helio G99,12MP + 16MP + 2MP
Huawei,Mate Mini 22,1762.18,Official Store,3.3,165,6.6,8,1024,Helio G99,64MP + 12MP + 8MP
Sony,Xperia Plus 23,511.09,AliExpress,4.4,60,7.3,8,256,Dimensity 920,108MP + 12MP + 8MP
Nokia,Nord Plus 10,215.92,Best Buy,4.5,90,7.5,12,256,Dimensity 920,64MP + 16MP + 5MP
Vivo,Reno SE 25,1162.71,Reliance Digital,3.2,90,6.1,16,64,Helio G99,12MP + 16MP + 5MP
Xiaomi,P Series Mini 18,1617.21,Reliance Digital,3.0,144,7.3,4,128,Snapdragon 7 Gen 1,64MP + 16MP + 5MP
Xiaomi,Xperia Ultra 24,1099.22,Reliance Digital,4.0,144,5.1,4,512,Snapdragon 7 Gen 1,50MP + 16MP + 2MP
Oppo,Moto G Max 15,1121.88,Reliance Digital,4.6,165,5.2,4,1024,Dimensity 920,64MP + 12MP + 8MP
Nokia,Xperia Plus 15,1076.4,Flipkart,3.9,144,6.6,16,1024,Helio G99,108MP + 16MP + 2MP
Samsung,Xperia Turbo 18,489.83,eBay,3.4,165,5.2,8,64,Exynos 2200,12MP + 50MP + 2MP
Sony,Moto G SE 23,819.65,Reliance Digital,3.4,60,6.6,16,64,Dimensity 920,108MP + 8MP + 8MP
Nokia,Redmi Note Pro 19,789.58,Reliance Digital,4.8,120,6.1,16,1024,Dimensity 920,64MP + 16MP + 8MP
Apple,iPhone Pro 25,914.91,Official Store,4.3,144,5.2,8,64,A16 Bionic,12MP + 16MP + 2MP
Xiaomi,Xperia 5G 22,965.39,Flipkart,4.0,120,5.1,6,512,Snapdragon 7 Gen 1,12MP + 12MP + 5MP
Realme,P Series Mini 22,1997.73,eBay,3.8,144,6.4,6,128,Helio G99,12MP + 16MP + 2MP
Nokia,Nord Lite 11,1628.2,Reliance Digital,4.2,120,6.8,4,128,Helio G99,48MP + 8MP + 8MP
Realme,Reno SE 24,724.88,Walmart,4.6,144,5.9,4,512,Helio G99,200MP + 16MP + 2MP
Samsung,Galaxy S Lite 23,1096.54,Official Store,3.0,60,7.4,12,512,Exynos 2200,12MP + 12MP + 5MP
Samsung,Reno Ultra 16,334.21,Official Store,3.1,165,5.9,8,256,Snapdragon 8 Gen 2,108MP + 8MP + 2MP
Realme,Nord Turbo 20,1583.22,Reliance Digital,4.3,90,7.3,8,256,Helio G99,200MP + 50MP + 2MP
Oppo,Redmi Note SE 13,1058.56,Flipkart,4.8,60,6.9,4,64,Dimensity 920,64MP + 12MP + 5MP
Motorola,Nord Max 22,1541.05,Best Buy,3.3,120,6.1,6,512,Helio G99,108MP + 16MP + 5MP
Samsung,Xperia 5G 22,1890.92,Walmart,4.2,144,6.6,6,1024,Snapdragon 8 Gen 2,50MP + 8MP + 2MP
Google,Moto G Plus 12,1983.49,eBay,4.6,120,5.3,16,512,Tensor G1,12MP + 8MP + 2MP
Apple,Pixel Mini 11,1744.94,Walmart,4.7,165,5.6,6,64,A16 Bionic,200MP + 8MP + 2MP
Google,P Series SE 12,1494.31,Official Store,4.0,120,6.6,6,512,Tensor G1,200MP + 12MP + 5MP
Huawei,Galaxy S Edge 23,384.77,eBay,3.6,165,6.1,16,128,Dimensity 920,108MP + 16MP + 8MP
Oppo,V Series Max 16,1555.63,Official Store,3.5,120,6.0,6,128,Dimensity 920,50MP + 16MP + 5MP
Motorola,Xperia SE 21,511.17,Best Buy,3.7,90,5.3,4,1024,Dimensity 920,50MP + 12MP + 8MP
OnePlus,Nord Max 19,1980.56,eBay,3.4,165,5.6,4,64,Snapdragon 8+ Gen 1,48MP + 12MP + 8MP
Motorola,Nord 5G 12,1399.23,Flipkart,4.7,144,7.0,6,64,Helio G99,64MP + 16MP + 8MP
Nokia,iPhone Turbo 13,722.84,Amazon,4.8,60,6.4,6,256,Dimensity 920,12MP + 16MP + 8MP
Google,Redmi Note Plus 13,1670.83,Flipkart,3.7,144,6.2,8,64,Tensor G2,108MP + 50MP + 2MP
Sony,Nord SE 20,1082.56,Best Buy,4.8,60,6.1,6,1024,Helio G99,12MP + 12MP + 5MP
Sony,iPhone Lite 12,790.44,AliExpress,3.3,165,6.4,8,256,Helio G99,108MP + 50MP + 8MP
Huawei,Galaxy S Turbo 23,1979.61,Reliance Digital,4.7,60,5.4,16,256,Helio G99,12MP + 50MP + 2MP
Xiaomi,Reno Lite 16,910.46,Official Store,3.0,90,7.0,6,128,Snapdragon 7 Gen 1,50MP + 16MP + 5MP
OnePlus,iPhone Max 13,1795.92,Flipkart,4.5,165,6.1,4,1024,Dimensity 9000,50MP + 8MP + 5MP
Samsung,Narzo Plus 24,1885.96,Official Store,3.6,120,6.8,6,1024,Snapdragon 8 Gen 2,200MP + 8MP + 2MP
Apple,Galaxy S Mini 16,712.4,Flipkart,4.0,144,5.5,4,64,A16 Bionic,200MP + 12MP + 5MP
Xiaomi,iPhone Max 22,882.98,Best Buy,3.6,90,7.5,12,512,Snapdragon 7 Gen 1,108MP + 16MP + 2MP
Xiaomi,Narzo Turbo 24,1788.03,Reliance Digital,4.7,165,6.6,4,1024,Dimensity 1080,12MP + 12MP + 5MP
Oppo,P Series Lite 22,1237.03,Best Buy,3.8,165,5.3,6,64,Dimensity 920,108MP + 16MP + 2MP
OnePlus,Moto G Turbo 22,1908.06,Official Store,3.3,120,6.8,16,512,Snapdragon 8+ Gen 1,200MP + 8MP + 8MP
Google,iPhone Max 20,721.48,Flipkart,4.6,90,5.6,4,512,Tensor G1,64MP + 16MP + 2MP
Google,iPhone Plus 12,1662.68,Best Buy,3.5,165,6.3,4,64,Tensor G1,64MP + 50MP + 8MP
Xiaomi,Redmi Note Plus 11,1299.05,AliExpress,4.0,144,7.2,12,256,Snapdragon 7 Gen 1,108MP + 16MP + 2MP
Sony,Reno Max 19,864.46,Walmart,3.3,120,7.0,8,64,Dimensity 920,48MP + 12MP + 8MP
Nokia,V Series Max 21,1782.31,Flipkart,3.8,90,5.5,16,512,Helio G99,64MP + 12MP + 8MP
Apple,Xperia SE 22,390.35,eBay,3.7,165,7.2,8,64,A15 Bionic,64MP + 50MP + 2MP
OnePlus,Galaxy S 5G 16,1028.33,Walmart,3.7,120,5.3,4,128,Snapdragon 8+ Gen 1,108MP + 12MP + 8MP
Motorola,Xperia Edge 22,174.49,AliExpress,4.5,120,5.3,16,512,Helio G99,50MP + 12MP + 5MP
Realme,Xperia SE 18,945.7,Official Store,3.8,90,5.5,4,256,Helio G99,108MP + 12MP + 2MP
Oppo,Nord Lite 12,819.45,AliExpress,3.9,144,6.5,16,128,Dimensity 920,12MP + 16MP + 2MP
Realme,Reno SE 14,1773.92,AliExpress,4.6,120,6.5,12,256,Dimensity 920,12MP + 50MP + 5MP
Apple,V Series SE 12,1844.84,Reliance Digital,4.4,90,6.5,6,256,A15 Bionic,48MP + 12MP + 5MP
Sony,Moto G SE 16,285.92,Reliance Digital,3.3,165,5.6,12,64,Helio G99,48MP + 8MP + 8MP
Nokia,Xperia Pro 22,1309.93,Reliance Digital,4.7,60,6.1,16,512,Dimensity 920,48MP + 12MP + 5MP
Xiaomi,Galaxy S Pro 10,1455.29,Official Store,4.9,165,6.2,12,128,Dimensity 1080,50MP + 8MP + 8MP
Sony,V Series Mini 11,1972.35,Reliance Digital,4.3,60,7.0,16,64,Helio G99,50MP + 12MP + 2MP
Google,Narzo Max 11,490.97,Amazon,3.8,90,6.6,4,256,Tensor G2,200MP + 50MP + 2MP
Motorola,Reno Edge 20,1923.19,eBay,4.1,144,6.6,12,512,Helio G99,48MP + 8MP + 2MP
Vivo,P Series Ultra 15,1691.26,eBay,3.2,60,7.1,16,128,Dimensity 920,48MP + 8MP + 2MP
Huawei,Nord Max 10,537.89,Best Buy,3.3,120,6.1,16,256,Helio G99,12MP + 50MP + 8MP
Apple,Narzo Lite 19,1638.65,Walmart,5.0,165,7.4,8,128,A16 Bionic,12MP + 16MP + 2MP
Sony,P Series Pro 22,1782.63,Amazon,3.2,120,6.7,12,128,Helio G99,12MP + 16MP + 2MP
Samsung,V Series Edge 18,1790.27,Amazon,3.2,90,7.2,12,512,Snapdragon 8 Gen 2,48MP + 16MP + 5MP
Apple,Moto G SE 24,680.36,Best Buy,3.7,120,5.6,8,128,A15 Bionic,48MP + 50MP + 8MP
Oppo,Moto G Ultra 10,769.91,AliExpress,4.8,120,6.4,4,128,Dimensity 920,108MP + 16MP + 8MP
Huawei,Moto G Pro 13,1058.21,Official Store,4.5,120,5.4,12,128,Dimensity 920,200MP + 12MP + 8MP
OnePlus,Pixel SE 10,1478.03,Official Store,3.5,60,7.0,8,512,Snapdragon 8+ Gen 1,108MP + 16MP + 8MP
Realme,Narzo SE 19,488.35,Reliance Digital,3.5,144,7.0,6,512,Dimensity 920,64MP + 16MP + 2MP
Sony,Moto G Lite 18,469.31,Walmart,4.2,144,6.4,6,1024,Dimensity 920,50MP + 12MP + 5MP
Samsung,Xperia Edge 20,155.62,eBay,3.2,165,7.3,4,128,Snapdragon 8 Gen 2,50MP + 50MP + 5MP
Sony,Moto G SE 21,1200.56,Flipkart,4.5,120,5.7,4,512,Dimensity 920,12MP + 12MP + 5MP
Realme,Mate Lite 20,976.66,Flipkart,4.5,165,5.6,4,512,Dimensity 920,64MP + 8MP + 5MP
Apple,Nord 5G 10,922.35,Reliance Digital,4.3,90,6.9,12,64,A15 Bionic,50MP + 50MP + 5MP
Sony,Galaxy S SE 11,479.75,Official Store,3.4,120,7.2,12,512,Dimensity 920,200MP + 50MP + 2MP
Sony,Pixel Mini 13,1282.77,Walmart,3.3,165,5.4,4,1024,Dimensity 920,12MP + 16MP + 8MP
Sony,Galaxy S Plus 16,694.68,Best Buy,3.5,60,5.4,4,64,Dimensity 920,48MP + 16MP + 5MP
Vivo,Reno Turbo 15,1308.64,Walmart,4.9,90,6.5,4,128,Helio G99,50MP + 16MP + 2MP
Oppo,Reno Lite 14,529.25,eBay,4.6,120,6.9,6,1024,Dimensity 920,12MP + 50MP + 2MP
Motorola,Redmi Note Plus 24,1552.02,Best Buy,4.4,120,6.1,8,128,Helio G99,64MP + 12MP + 2MP
Google,Narzo SE 18,1132.6,Walmart,3.1,60,6.1,12,256,Tensor G2,108MP + 16MP + 2MP
Huawei,P Series Plus 23,1287.12,Walmart,4.2,144,7.0,12,64,Dimensity 920,200MP + 8MP + 8MP
Samsung,Reno Ultra 10,1205.12,eBay,3.5,120,5.7,6,256,Exynos 2200,50MP + 16MP + 2MP
Nokia,Reno SE 18,310.37,Walmart,4.1,120,5.3,6,512,Dimensity 920,64MP + 50MP + 8MP
Samsung,Narzo Edge 23,1905.87,AliExpress,4.5,90,6.9,12,64,Snapdragon 8 Gen 2,200MP + 16MP + 2MP
Nokia,Galaxy S Lite 20,1858.46,Reliance Digital,3.3,90,5.8,16,1024,Helio G99,108MP + 12MP + 2MP
Google,P Series Mini 14,1265.25,Flipkart,5.0,90,6.1,6,64,Tensor G1,48MP + 12MP + 8MP
Apple,Xperia SE 18,1252.75,Amazon,4.3,144,7.4,8,128,A15 Bionic,48MP + 8MP + 8MP
Google,Mate 5G 25,759.01,Walmart,3.9,120,5.5,8,512,Tensor G1,64MP + 12MP + 8MP
Nokia,Pixel Turbo 25,1306.62,Flipkart,3.2,90,5.1,6,64,Helio G99,108MP + 8MP + 2MP
Apple,Nord Max 20,1933.68,Reliance Digital,4.2,60,6.9,8,256,A15 Bionic,108MP + 16MP + 8MP
OnePlus,Mate Lite 14,1547.88,Reliance Digital,3.9,144,5.5,8,1024,Snapdragon 8+ Gen 1,12MP + 8MP + 5MP
Oppo,Nord SE 22,1705.07,AliExpress,3.9,120,5.2,12,256,Helio G99,200MP + 50MP + 2MP
Google,P Series Turbo 22,1836.7,Reliance Digital,4.9,120,5.1,4,1024,Tensor G1,200MP + 50MP + 2MP
Motorola,Mate SE 14,720.35,AliExpress,5.0,90,6.4,8,1024,Dimensity 920,200MP + 8MP + 8MP
Nokia,Redmi Note Pro 16,279.38,Reliance Digital,3.8,90,6.2,6,64,Dimensity 920,200MP + 50MP + 5MP
Xiaomi,Xperia Lite 21,818.55,AliExpress,4.8,165,6.3,4,512,Snapdragon 7 Gen 1,12MP + 50MP + 8MP
